측정일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),중하층운량(10분위),최저운고(100m ),시정(10m),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C),hour
2022-01-01,0.5,0.0,1.5,180,38,2.4,-12.2,1018.5,1029.4,1.0,0.38,0.0,0,0,16.25,2000,-0.3,-0.1,-0.6,-0.4,0.8,17
2022-01-01,-0.9,0.0,0.7,90,42,2.4,-12.2,1018.2,1029.2,0.0,0.02,0.0,1,1,10.0,2000,-1.2,-0.1,-0.6,-0.4,0.8,18
2022-01-01,-1.2,0.0,0.9,200,45,2.5,-11.6,1018.2,1029.2,0.0,0.0,0.0,7,7,10.0,2000,-1.0,-0.1,-0.6,-0.4,0.8,19
2022-01-01,-1.6,0.0,0.9,70,47,2.6,-11.4,1017.8,1028.8,0.0,0.0,0.0,4,4,10.0,2000,-2.3,-0.1,-0.6,-0.3,0.8,20
2022-01-01,-2.4,0.0,2.1,20,49,2.5,-11.6,1017.5,1028.5,0.0,0.0,0.0,3,3,15.0,2000,-3.0,-0.2,-0.6,-0.3,0.8,21
2022-01-01,-2.5,0.0,1.0,50,49,2.5,-11.7,1017.4,1028.4,0.0,0.0,0.0,6,6,30.0,2000,-3.4,-0.3,-0.6,-0.3,0.8,22
2022-01-01,-2.6,0.0,0.9,70,52,2.6,-11.1,1017.1,1028.1,0.0,0.0,0.0,8,8,38.0,2000,-3.0,-0.3,-0.7,-0.3,0.8,23
2022-01-02,-2.8,0.0,2.3,50,55,2.7,-10.6,1016.3,1027.3,0.0,0.0,0.0,7,7,28.5,2000,-3.3,-0.4,-0.7,-0.3,0.8,0
2022-01-02,-2.9,0.0,2.1,50,57,2.8,-10.2,1015.8,1026.8,0.0,0.0,0.0,8,8,19.0,2000,-3.4,-0.4,-0.7,-0.3,0.8,1
2022-01-02,-2.6,0.0,1.9,50,57,2.9,-9.9,1015.3,1026.3,0.0,0.0,0.0,8,8,13.0,2000,-2.5,-0.4,-0.7,-0.3,0.8,2
2022-01-02,-2.1,0.0,2.5,50,56,2.9,-9.7,1015.1,1026.1,0.0,0.0,0.0,9,9,10.0,2000,-2.1,-0.4,-0.7,-0.3,0.8,3
2022-01-02,-1.9,0.0,2.0,50,55,2.9,-9.7,1014.3,1025.3,0.0,0.0,0.0,8,8,10.0,2000,-2.1,-0.3,-0.7,-0.3,0.8,4
2022-01-02,-1.9,0.0,2.3,50,56,3.0,-9.5,1013.6,1024.5,0.0,0.0,0.0,9,9,10.0,1814,-2.0,-0.3,-0.7,-0.3,0.8,5
2022-01-02,-1.9,0.0,2.5,50,66,3.5,-7.4,1014.1,1025.1,0.0,0.0,0.1,9,9,7.0,647,-1.8,-0.3,-0.7,-0.3,0.8,6
2022-01-02,-2.2,0.0,2.0,50,81,4.2,-5.0,1014.3,1025.3,0.0,0.0,0.5,9,9,10.0,692,-1.6,-0.3,-0.6,-0.3,0.8,7
2022-01-02,-2.2,0.0,2.0,50,83,4.3,-4.7,1014.6,1025.6,0.0,0.0,0.5,8,8,12.0,1839,-1.9,-0.2,-0.6,-0.3,0.8,8
2022-01-02,-1.9,0.3,1.4,340,82,4.4,-4.5,1015.4,1026.4,0.0,0.14,0.4,8,8,9.0,1854,-1.5,-0.2,-0.6,-0.3,0.8,9
2022-01-02,-0.8,0.0,0.7,250,81,4.7,-3.6,1016.2,1027.1,0.1,0.44,0.3,7,7,9.0,1924,-0.8,-0.2,-0.6,-0.3,0.8,10
2022-01-02,0.0,0.0,3.3,320,80,4.9,-3.0,1016.7,1027.6,0.1,0.55,0.2,8,8,7.0,930,-0.1,-0.1,-0.6,-0.3,0.8,11
2022-01-02,1.4,0.0,2.4,270,74,5.0,-2.7,1016.3,1027.1,0.3,1.04,0.0,6,6,8.0,990,4.3,0.0,-0.5,-0.3,0.8,12
2022-01-02,1.4,0.0,3.6,290,67,4.5,-4.0,1015.7,1026.5,0.8,1.71,0.0,3,3,8.0,1167,3.8,0.0,-0.5,-0.3,0.8,13
2022-01-02,2.4,0.0,3.5,290,55,4.0,-5.7,1015.0,1025.8,1.0,1.69,0.0,1,1,11.0,1678,6.2,0.1,-0.5,-0.3,0.8,14
2022-01-02,2.5,0.0,3.3,270,46,3.4,-7.9,1015.1,1025.9,1.0,1.52,0.0,0,0,11.0,2000,2.7,0.1,-0.4,-0.3,0.8,15
2022-01-02,2.5,0.0,3.0,270,45,3.3,-8.2,1015.3,1026.1,1.0,0.95,0.0,0,0,11.0,2000,0.2,0.1,-0.4,-0.3,0.8,16
2022-01-02,1.2,0.0,2.7,270,45,3.0,-9.4,1015.6,1026.4,1.0,0.45,0.0,0,0,11.0,2000,-0.1,0.1,-0.4,-0.3,0.8,17
2022-01-02,-0.5,0.0,2.9,270,40,2.4,-12.4,1016.1,1027.0,0.1,0.03,0.0,0,0,11.0,2000,-0.8,0.1,-0.4,-0.3,0.8,18
2022-01-02,-1.6,0.0,2.0,270,41,2.2,-13.1,1016.8,1027.8,0.0,0.0,0.0,0,0,11.0,2000,-1.5,0.1,-0.4,-0.3,0.8,19
2022-01-02,-2.6,0.0,1.6,290,46,2.3,-12.6,1016.7,1027.7,0.0,0.0,0.0,0,0,11.0,2000,-2.3,0.1,-0.4,-0.3,0.8,20
2022-01-02,-2.9,0.0,2.7,290,48,2.4,-12.4,1016.9,1027.9,0.0,0.0,0.0,0,0,11.0,2000,-2.9,0.0,-0.4,-0.3,0.8,21
2022-01-02,-3.8,0.0,2.1,250,49,2.3,-12.9,1017.2,1028.3,0.0,0.0,0.0,0,0,11.0,2000,-3.7,0.0,-0.4,-0.3,0.8,22
2022-01-02,-4.4,0.0,2.9,270,48,2.1,-13.7,1017.3,1028.4,0.0,0.0,0.0,0,0,11.0,2000,-4.2,-0.1,-0.5,-0.3,0.8,23
2022-01-03,-5.2,0.0,1.6,230,51,2.1,-13.7,1016.8,1027.9,0.0,0.0,0.0,1,0,11.0,2000,-4.9,-0.3,-0.5,-0.3,0.8,0
2022-01-03,-5.8,0.0,2.1,270,52,2.1,-14.1,1016.9,1028.0,0.0,0.0,0.0,0,0,11.0,2000,-5.4,-0.4,-0.6,-0.3,0.8,1
2022-01-03,-6.4,0.0,1.7,250,56,2.1,-13.7,1016.9,1028.1,0.0,0.0,0.0,5,0,11.0,2000,-5.9,-0.6,-0.7,-0.3,0.8,2
2022-01-03,-7.0,0.0,1.6,270,59,2.1,-13.6,1016.9,1028.1,0.0,0.0,0.0,2,0,11.0,2000,-6.4,-0.7,-0.8,-0.3,0.8,3
2022-01-03,-7.2,0.0,1.3,290,61,2.2,-13.4,1016.6,1027.8,0.0,0.0,0.0,3,0,11.0,2000,-6.5,-0.9,-0.9,-0.3,0.8,4
2022-01-03,-7.4,0.0,0.3,0,59,2.1,-14.0,1016.5,1027.7,0.0,0.0,0.0,2,0,11.0,2000,-6.8,-1.0,-1.0,-0.3,0.8,5
2022-01-03,-7.8,0.0,2.1,20,55,1.9,-15.2,1016.4,1027.6,0.0,0.0,0.0,1,0,11.0,2000,-7.2,-1.1,-1.1,-0.3,0.8,6
2022-01-03,-7.7,0.0,2.0,20,54,1.8,-15.4,1016.3,1027.5,0.0,0.0,0.0,0,0,11.0,2000,-7.4,-1.2,-1.2,-0.3,0.8,7
2022-01-03,-7.6,0.0,1.6,270,55,1.9,-15.0,1017.1,1028.3,0.0,0.0,0.0,1,0,11.0,2000,-7.2,-1.3,-1.3,-0.4,0.8,8
2022-01-03,-6.9,0.0,1.7,250,55,2.0,-14.4,1017.2,1028.4,1.0,0.29,0.0,1,0,11.0,2000,-5.7,-1.4,-1.3,-0.4,0.8,9
2022-01-03,-4.0,0.0,1.2,160,55,2.5,-11.7,1017.2,1028.3,1.0,0.79,0.0,2,0,11.0,2000,-2.3,-1.2,-1.3,-0.4,0.7,10
2022-01-03,-1.4,0.0,1.5,180,44,2.4,-12.1,1016.8,1027.8,1.0,1.29,0.0,0,0,11.0,2000,-0.3,-0.9,-1.2,-0.4,0.7,11
2022-01-03,0.9,0.0,2.1,180,36,2.3,-12.5,1015.9,1026.8,1.0,1.64,0.0,2,0,11.0,2000,2.6,-0.7,-1.0,-0.4,0.7,12
2022-01-03,1.7,0.0,2.8,250,43,3.0,-9.5,1015.5,1026.3,1.0,1.75,0.0,4,0,11.0,2000,4.1,-0.4,-0.9,-0.4,0.7,13
2022-01-03,2.0,0.0,2.4,270,43,3.0,-9.2,1014.6,1025.4,1.0,1.63,0.0,6,1,11.0,2000,4.9,-0.3,-0.8,-0.4,0.7,14
2022-01-03,2.2,0.0,2.2,270,48,3.5,-7.6,1014.2,1025.0,0.8,1.06,0.0,6,2,13.0,2000,3.0,-0.2,-0.7,-0.4,0.7,15
2022-01-03,2.3,0.0,2.4,230,49,3.5,-7.3,1014.0,1024.8,0.8,0.64,0.0,7,7,14.0,2000,1.1,-0.1,-0.6,-0.4,0.7,16
2022-01-03,1.6,0.0,3.0,200,56,3.8,-6.2,1013.9,1024.7,0.2,0.24,0.0,8,8,12.0,2000,-0.1,0.0,-0.6,-0.4,0.7,17
2022-01-03,1.3,0.0,1.9,200,58,3.9,-6.0,1013.8,1024.6,0.0,0.02,0.0,9,9,11.0,2000,-0.1,0.0,-0.5,-0.4,0.7,18
2022-01-03,1.3,0.0,2.6,200,65,4.4,-4.5,1013.8,1024.6,0.0,0.0,0.0,9,9,10.0,2000,-0.2,0.0,-0.5,-0.4,0.7,19
2022-01-03,1.2,0.0,1.8,270,68,4.5,-4.0,1014.0,1024.8,0.0,0.0,0.0,9,9,9.0,2000,-0.2,0.1,-0.5,-0.4,0.7,20
2022-01-03,1.1,0.0,2.8,200,74,4.9,-3.0,1013.8,1024.6,0.0,0.0,0.0,9,9,10.0,2000,-0.2,0.1,-0.4,-0.3,0.7,21
2022-01-03,0.9,0.0,1.5,200,75,4.9,-3.0,1013.6,1024.4,0.0,0.0,0.0,8,8,14.0,2000,-0.4,0.1,-0.4,-0.3,0.7,22
2022-01-03,0.6,0.0,1.3,230,75,4.8,-3.3,1013.4,1024.2,0.0,0.0,0.0,9,9,11.0,2000,-0.6,0.1,-0.4,-0.3,0.7,23
2022-01-04,0.7,0.0,1.6,290,81,5.2,-2.1,1013.8,1024.6,0.0,0.0,0.0,9,9,10.5,2000,-0.4,0.1,-0.4,-0.3,0.7,0
2022-01-04,0.7,0.0,1.3,290,81,5.2,-2.1,1014.1,1025.0,0.0,0.0,0.0,9,9,10.0,2000,-0.5,0.1,-0.4,-0.3,0.7,1
2022-01-04,-0.4,0.0,2.4,290,77,4.6,-3.9,1014.7,1025.6,0.0,0.0,0.0,0,0,10.904761904761905,2000,-1.3,0.1,-0.4,-0.3,0.7,2
2022-01-04,-1.6,0.0,2.0,270,78,4.2,-4.9,1015.6,1026.6,0.0,0.0,0.0,0,0,11.80952380952381,2000,-2.4,0.1,-0.4,-0.3,0.7,3
2022-01-04,-2.2,0.0,2.5,320,76,4.0,-5.8,1015.8,1026.8,0.0,0.0,0.0,0,0,12.714285714285715,2000,-3.0,0.1,-0.4,-0.3,0.7,4
2022-01-04,-2.9,0.0,3.3,340,74,3.7,-6.8,1015.9,1026.9,0.0,0.0,0.0,0,0,13.619047619047619,2000,-3.6,0.0,-0.4,-0.3,0.7,5
2022-01-04,-3.6,0.0,2.6,270,73,3.4,-7.7,1016.8,1027.9,0.0,0.0,0.0,0,0,14.523809523809524,2000,-4.2,-0.1,-0.4,-0.3,0.7,6
2022-01-04,-4.0,0.0,2.5,320,76,3.5,-7.6,1017.6,1028.7,0.0,0.0,0.0,0,0,15.428571428571429,2000,-4.6,-0.2,-0.5,-0.3,0.7,7
2022-01-04,-4.6,0.0,1.9,270,75,3.3,-8.3,1017.7,1028.8,0.0,0.0,0.0,0,0,16.333333333333332,1901,-4.8,-0.3,-0.6,-0.3,0.7,8
2022-01-04,-4.3,0.0,3.8,290,73,3.2,-8.4,1018.1,1029.2,0.9,0.28,0.0,0,0,17.238095238095237,1914,-4.2,-0.4,-0.6,-0.3,0.7,9
2022-01-04,-3.5,0.0,2.8,290,66,3.1,-8.9,1018.3,1029.4,1.0,0.88,0.0,0,0,18.142857142857142,1995,-1.6,-0.4,-0.7,-0.3,0.7,10
2022-01-04,-1.9,0.0,3.2,250,55,2.9,-9.7,1018.1,1029.1,1.0,1.45,0.0,0,0,19.047619047619047,2000,0.0,-0.3,-0.7,-0.3,0.7,11
2022-01-04,-0.6,0.0,2.5,270,45,2.6,-11.0,1017.5,1028.4,1.0,1.81,0.0,0,0,19.952380952380953,2000,4.3,-0.2,-0.6,-0.3,0.7,12
2022-01-04,-0.5,0.0,2.9,270,43,2.5,-11.5,1016.9,1027.8,1.0,1.94,0.0,0,0,20.857142857142858,2000,6.9,-0.1,-0.6,-0.3,0.7,13
2022-01-04,0.0,0.0,3.6,290,37,2.3,-12.9,1016.5,1027.4,1.0,1.87,0.0,0,0,21.761904761904763,2000,6.2,0.0,-0.5,-0.3,0.7,14
2022-01-04,0.9,0.0,3.5,250,32,2.1,-13.9,1016.5,1027.4,1.0,1.56,0.0,0,0,22.666666666666664,2000,2.9,0.0,-0.5,-0.3,0.7,15
2022-01-04,0.7,0.0,3.0,250,29,1.9,-15.3,1016.9,1027.8,1.0,1.02,0.0,0,0,23.57142857142857,2000,0.0,0.0,-0.5,-0.3,0.7,16
2022-01-04,-0.4,0.0,2.8,290,29,1.7,-16.3,1017.1,1028.0,1.0,0.45,0.0,0,0,24.476190476190474,2000,-0.5,0.1,-0.4,-0.3,0.7,17
2022-01-04,-1.7,0.0,2.2,270,31,1.7,-16.6,1017.3,1028.3,0.1,0.04,0.0,0,0,25.38095238095238,2000,-1.5,0.0,-0.4,-0.3,0.7,18
2022-01-04,-2.6,0.0,0.7,320,35,1.8,-15.9,1017.5,1028.5,0.0,0.0,0.0,0,0,26.285714285714285,2000,-2.5,0.0,-0.4,-0.3,0.7,19
2022-01-04,-2.5,0.0,2.5,290,34,1.7,-16.2,1017.7,1028.7,0.0,0.0,0.0,0,0,27.19047619047619,2000,-3.0,0.0,-0.5,-0.3,0.7,20
2022-01-04,-3.5,0.0,0.8,290,37,1.7,-16.1,1017.9,1029.0,0.0,0.0,0.0,0,0,28.095238095238095,2000,-3.7,-0.1,-0.5,-0.3,0.7,21
2022-01-04,-4.4,0.0,1.0,290,41,1.8,-15.7,1017.7,1028.8,0.0,0.0,0.0,0,0,29.0,2000,-4.5,-0.2,-0.5,-0.3,0.7,22
2022-01-04,-5.1,0.0,1.5,20,42,1.8,-16.0,1018.0,1029.1,0.0,0.0,0.0,0,0,29.904761904761905,2000,-5.2,-0.3,-0.6,-0.3,0.7,23
2022-01-05,-5.6,0.0,1.3,360,45,1.8,-15.6,1018.5,1029.7,0.0,0.0,0.0,0,0,30.80952380952381,2000,-5.7,-0.5,-0.7,-0.3,0.7,0
2022-01-05,-6.0,0.0,1.3,360,48,1.9,-15.2,1018.1,1029.3,0.0,0.0,0.0,6,0,31.714285714285715,2000,-6.1,-0.6,-0.8,-0.3,0.7,1
2022-01-05,-6.6,0.0,2.2,50,49,1.8,-15.5,1018.2,1029.4,0.0,0.0,0.0,0,0,32.61904761904762,2000,-6.2,-0.7,-0.9,-0.3,0.7,2
2022-01-05,-7.0,0.0,1.0,50,52,1.9,-15.2,1018.5,1029.7,0.0,0.0,0.0,0,0,33.523809523809526,2000,-6.7,-0.8,-0.9,-0.3,0.7,3
2022-01-05,-7.2,0.0,1.9,50,52,1.8,-15.4,1018.0,1029.2,0.0,0.0,0.0,0,0,34.42857142857143,2000,-6.8,-1.0,-1.0,-0.3,0.7,4
2022-01-05,-7.3,0.0,1.8,20,54,1.9,-15.0,1017.8,1029.0,0.0,0.0,0.0,0,0,35.33333333333333,2000,-6.7,-1.1,-1.1,-0.3,0.7,5
2022-01-05,-7.6,0.0,2.4,20,55,1.9,-15.0,1018.1,1029.3,0.0,0.0,0.0,6,0,36.23809523809524,2000,-6.9,-1.2,-1.2,-0.4,0.7,6
2022-01-05,-7.7,0.0,2.3,50,57,2.0,-14.7,1017.9,1029.1,0.0,0.0,0.0,7,0,37.14285714285714,2000,-6.7,-1.2,-1.2,-0.4,0.7,7
2022-01-05,-7.5,0.0,2.6,20,58,2.0,-14.3,1018.2,1029.4,0.0,0.0,0.0,7,0,38.04761904761905,2000,-6.2,-1.3,-1.3,-0.4,0.7,8
2022-01-05,-6.4,0.0,0.9,50,56,2.1,-13.7,1018.0,1029.2,0.6,0.29,0.0,7,0,38.95238095238095,2000,-4.5,-1.3,-1.3,-0.4,0.7,9
2022-01-05,-4.4,0.0,1.3,70,50,2.2,-13.2,1018.3,1029.4,0.7,0.52,0.0,8,0,39.85714285714286,2000,-2.5,-1.1,-1.3,-0.5,0.7,10
2022-01-05,-2.4,0.0,1.5,90,46,2.4,-12.4,1018.3,1029.3,0.6,0.9,0.0,10,0,40.76190476190476,2000,-0.3,-0.9,-1.2,-0.5,0.6,11
2022-01-05,-0.6,0.0,2.3,50,41,2.4,-12.2,1017.4,1028.3,0.0,1.03,0.0,10,0,41.66666666666667,2000,1.0,-0.6,-1.0,-0.5,0.6,12
2022-01-05,0.5,0.0,2.0,50,37,2.3,-12.5,1016.1,1027.0,0.0,1.03,0.0,10,0,42.57142857142857,2000,1.5,-0.4,-0.9,-0.5,0.6,13
2022-01-05,1.3,0.0,2.3,50,35,2.3,-12.5,1015.7,1026.5,0.0,0.98,0.0,10,0,43.476190476190474,2000,2.8,-0.2,-0.7,-0.5,0.6,14
2022-01-05,1.7,0.0,1.5,70,36,2.5,-11.8,1015.4,1026.2,0.0,0.76,0.0,10,0,44.38095238095238,2000,1.7,-0.1,-0.6,-0.4,0.6,15
2022-01-05,1.8,0.0,1.3,50,36,2.5,-11.7,1015.1,1025.9,0.0,0.43,0.0,10,0,45.285714285714285,2000,0.5,0.0,-0.6,-0.4,0.6,16
2022-01-05,1.4,0.0,1.2,320,38,2.6,-11.4,1015.6,1026.4,0.0,0.16,0.0,10,0,46.19047619047619,2000,-0.1,0.0,-0.5,-0.4,0.6,17
2022-01-05,0.7,0.0,2.0,270,42,2.7,-10.7,1015.7,1026.6,0.0,0.02,0.0,10,0,47.095238095238095,2000,-0.3,0.0,-0.5,-0.4,0.6,18
2022-01-05,0.1,0.0,1.3,270,42,2.6,-11.3,1016.0,1026.9,0.0,0.0,0.0,10,9,48.0,2000,-0.7,0.1,-0.5,-0.4,0.6,19
2022-01-05,-0.6,0.0,1.6,270,44,2.6,-11.3,1016.0,1026.9,0.0,0.0,0.0,9,9,42.0,2000,-1.2,0.1,-0.4,-0.4,0.6,20
2022-01-05,-1.0,0.0,2.0,270,46,2.6,-11.1,1016.3,1027.2,0.0,0.0,0.0,8,8,43.0,2000,-1.8,0.1,-0.4,-0.4,0.6,21
2022-01-05,-1.3,0.0,2.2,270,46,2.6,-11.4,1016.6,1027.6,0.0,0.0,0.0,7,7,45.0,2000,-2.6,0.0,-0.4,-0.4,0.6,22
2022-01-05,-1.9,0.0,1.2,270,48,2.6,-11.4,1016.4,1027.4,0.0,0.0,0.0,8,8,44.0,2000,-3.1,-0.1,-0.5,-0.4,0.6,23
2022-01-06,-2.5,0.0,1.7,270,53,2.7,-10.7,1016.1,1027.1,0.0,0.0,0.0,7,0,43.89090909090909,2000,-3.6,-0.1,-0.5,-0.3,0.6,0
2022-01-06,-3.1,0.0,1.5,270,53,2.6,-11.3,1015.9,1026.9,0.0,0.0,0.0,0,0,43.78181818181818,2000,-4.3,-0.2,-0.5,-0.3,0.6,1
2022-01-06,-3.7,0.0,0.9,270,55,2.6,-11.4,1015.7,1026.8,0.0,0.0,0.0,0,0,43.67272727272727,2000,-4.8,-0.3,-0.6,-0.3,0.6,2
2022-01-06,-4.5,0.0,1.6,270,59,2.6,-11.3,1016.3,1027.4,0.0,0.0,0.0,0,0,43.56363636363636,2000,-5.3,-0.5,-0.7,-0.3,0.6,3
2022-01-06,-4.8,0.0,2.1,250,62,2.7,-10.9,1016.3,1027.4,0.0,0.0,0.0,0,0,43.45454545454545,2000,-5.4,-0.6,-0.8,-0.3,0.6,4
2022-01-06,-4.6,0.0,2.8,250,62,2.7,-10.7,1016.3,1027.4,0.0,0.0,0.0,0,0,43.345454545454544,2000,-5.4,-0.7,-0.9,-0.4,0.6,5
2022-01-06,-5.4,0.0,2.2,270,60,2.5,-11.9,1016.8,1027.9,0.0,0.0,0.0,0,0,43.236363636363635,2000,-5.7,-0.8,-0.9,-0.4,0.6,6
2022-01-06,-5.5,0.0,1.5,270,60,2.4,-12.0,1017.6,1028.7,0.0,0.0,0.0,0,0,43.127272727272725,1912,-5.9,-0.9,-1.0,-0.4,0.6,7
2022-01-06,-5.9,0.0,2.5,250,62,2.4,-12.0,1018.1,1029.3,0.0,0.0,0.0,0,0,43.018181818181816,1845,-6.0,-1.0,-1.1,-0.4,0.6,8
2022-01-06,-5.1,0.0,2.3,270,62,2.6,-11.2,1018.6,1029.7,0.9,0.29,0.0,0,0,42.90909090909091,1802,-5.0,-1.0,-1.1,-0.4,0.6,9
2022-01-06,-3.0,0.0,2.0,270,53,2.6,-11.2,1019.2,1030.3,1.0,0.87,0.0,0,0,42.8,2000,-1.7,-1.0,-1.2,-0.5,0.6,10
2022-01-06,-1.1,0.0,2.7,270,41,2.3,-12.7,1019.1,1030.1,1.0,1.42,0.0,0,0,42.69090909090909,2000,1.0,-0.8,-1.1,-0.5,0.6,11
2022-01-06,0.3,0.0,3.4,270,35,2.2,-13.4,1018.3,1029.2,1.0,1.82,0.0,0,0,42.58181818181818,2000,5.6,-0.5,-1.0,-0.5,0.6,12
2022-01-06,1.7,0.0,4.2,270,33,2.3,-12.8,1017.4,1028.2,1.0,1.95,0.0,0,0,42.472727272727276,2000,7.3,-0.4,-0.8,-0.5,0.6,13
2022-01-06,2.8,0.0,4.2,270,31,2.3,-12.6,1017.1,1027.9,1.0,1.87,0.0,0,0,42.36363636363637,2000,6.7,-0.2,-0.7,-0.5,0.6,14
2022-01-06,2.8,0.0,2.6,290,31,2.3,-12.6,1016.9,1027.7,1.0,1.52,0.0,0,0,42.25454545454546,2000,4.1,-0.1,-0.7,-0.5,0.6,15
2022-01-06,3.1,0.0,1.6,270,31,2.4,-12.4,1017.0,1027.8,1.0,0.98,0.0,0,0,42.14545454545455,2000,0.4,-0.1,-0.6,-0.4,0.6,16
2022-01-06,2.0,0.0,2.2,250,33,2.3,-12.6,1017.5,1028.3,1.0,0.46,0.0,0,0,42.03636363636364,2000,-0.4,0.0,-0.6,-0.4,0.6,17
2022-01-06,0.7,0.0,2.2,250,35,2.3,-13.0,1018.1,1029.0,0.2,0.04,0.0,0,0,41.92727272727273,2000,-1.2,0.0,-0.5,-0.4,0.6,18
2022-01-06,0.0,0.0,3.2,290,37,2.3,-12.9,1018.7,1029.6,0.0,0.0,0.0,0,0,41.81818181818182,2000,-1.8,0.0,-0.5,-0.4,0.6,19
2022-01-06,-1.2,0.0,1.8,250,41,2.3,-12.8,1018.9,1029.9,0.0,0.0,0.0,0,0,41.70909090909091,2000,-2.5,-0.1,-0.5,-0.4,0.6,20
2022-01-06,-1.9,0.0,1.8,250,43,2.3,-12.8,1019.2,1030.2,0.0,0.0,0.0,0,0,41.6,2000,-2.9,-0.1,-0.5,-0.4,0.6,21
2022-01-06,-2.7,0.0,1.7,270,47,2.4,-12.4,1019.5,1030.5,0.0,0.0,0.0,0,0,41.49090909090909,1950,-3.6,-0.2,-0.6,-0.4,0.6,22
2022-01-06,-3.4,0.0,1.6,270,50,2.4,-12.3,1019.6,1030.7,0.0,0.0,0.0,0,0,41.38181818181818,1783,-4.1,-0.3,-0.6,-0.4,0.6,23
2022-01-07,-4.2,0.0,1.3,270,52,2.3,-12.6,1019.6,1030.7,0.0,0.0,0.0,0,0,41.27272727272727,1964,-4.8,-0.4,-0.7,-0.4,0.6,0
2022-01-07,-4.5,0.0,0.9,290,54,2.4,-12.4,1019.6,1030.7,0.0,0.0,0.0,0,0,41.163636363636364,2000,-5.3,-0.5,-0.8,-0.4,0.6,1
