,url_num_hyphens_dom,url_path_len,url_domain_len,url_hostname_len,url_num_underscores,url_query_len,url_num_query_para,url_entropy,html_num_tags('script'),html_num_tags('embed'),html_num_tags('object'),html_num_tags('body'),html_num_tags('form'),html_num_tags('a'),Result_v1
20,0.0,25.0,10.0,10.0,0.0,0.0,0.0,4.023652102,24.0,0.0,0.0,1.0,0.0,111.0,-1
21,0.0,59.0,14.0,14.0,0.0,0.0,0.0,4.588574464,0.0,0.0,0.0,1.0,0.0,2.0,1
22,0.0,0.0,14.0,14.0,0.0,0.0,0.0,3.177566232,0.0,0.0,0.0,1.0,0.0,1.0,1
23,0.0,13.0,17.0,17.0,1.0,0.0,0.0,4.12873475,16.0,0.0,0.0,1.0,0.0,0.0,1
24,1.0,13.0,34.0,34.0,0.0,41.0,1.0,4.8862681,1.0,0.0,0.0,1.0,1.0,26.0,-1
25,0.0,10.0,24.0,24.0,0.0,0.0,0.0,4.361740934,2.0,0.0,0.0,1.0,1.0,16.0,-1
26,0.0,111.0,16.0,16.0,0.0,0.0,0.0,4.837054404,6.0,0.0,0.0,1.0,1.0,163.0,1
27,0.0,9.0,16.0,16.0,0.0,0.0,0.0,3.866729297,22.0,0.0,0.0,1.0,1.0,24.0,-1
28,0.0,44.0,32.0,32.0,2.0,36.0,2.0,5.190170808,0.0,0.0,0.0,1.0,1.0,0.0,-1
29,0.0,49.0,16.0,16.0,1.0,0.0,0.0,4.232425614,16.0,0.0,0.0,1.0,0.0,12.0,-1
30,0.0,45.0,22.0,22.0,0.0,0.0,0.0,4.75147613,0.0,0.0,0.0,1.0,0.0,0.0,-1
31,0.0,1.0,30.0,30.0,0.0,0.0,0.0,4.073475132,0.0,0.0,0.0,1.0,0.0,0.0,-1
32,0.0,49.0,28.0,28.0,0.0,0.0,0.0,4.505406791,7.0,0.0,0.0,1.0,0.0,12.0,1
33,0.0,13.0,13.0,13.0,0.0,0.0,0.0,3.919563347,21.0,0.0,0.0,1.0,1.0,123.0,1
34,0.0,86.0,11.0,11.0,0.0,0.0,0.0,4.903229474,1.0,0.0,0.0,1.0,0.0,1.0,1
35,1.0,1.0,34.0,34.0,0.0,0.0,0.0,4.187097022,2.0,0.0,0.0,1.0,1.0,16.0,-1
36,0.0,20.0,17.0,17.0,0.0,0.0,0.0,4.416833824,17.0,0.0,0.0,1.0,2.0,29.0,1
37,0.0,0.0,23.0,23.0,0.0,0.0,0.0,3.977916875,13.0,0.0,0.0,1.0,0.0,114.0,1
38,0.0,0.0,15.0,15.0,0.0,0.0,0.0,3.356492414,1.0,0.0,1.0,1.0,0.0,0.0,1
39,1.0,13.0,34.0,34.0,0.0,41.0,1.0,4.897157491,1.0,0.0,0.0,1.0,1.0,26.0,-1
40,0.0,0.0,19.0,19.0,0.0,0.0,0.0,4.056020968,3.0,0.0,0.0,1.0,1.0,566.0,1
41,0.0,0.0,24.0,24.0,0.0,0.0,0.0,4.077819531,5.0,0.0,0.0,1.0,1.0,40.0,1
42,0.0,33.0,20.0,20.0,1.0,0.0,0.0,4.45215372,4.0,0.0,0.0,1.0,0.0,0.0,1
43,0.0,0.0,14.0,14.0,0.0,0.0,0.0,3.558518613,5.0,0.0,0.0,1.0,1.0,560.0,1
44,1.0,10.0,25.0,25.0,0.0,0.0,0.0,4.222208068,2.0,0.0,0.0,1.0,1.0,16.0,-1
45,0.0,0.0,17.0,17.0,0.0,0.0,0.0,4.053508855,6.0,0.0,0.0,1.0,3.0,162.0,1
46,2.0,10.0,26.0,26.0,0.0,0.0,0.0,4.204652545,2.0,0.0,0.0,1.0,1.0,15.0,-1
47,0.0,0.0,17.0,17.0,0.0,0.0,0.0,4.084962501,14.0,0.0,0.0,1.0,1.0,114.0,1
49,0.0,24.0,13.0,13.0,0.0,0.0,0.0,4.075480414,8.0,0.0,0.0,1.0,1.0,54.0,-1
50,0.0,0.0,20.0,20.0,0.0,0.0,0.0,3.661932872,15.0,0.0,0.0,1.0,0.0,93.0,1
51,0.0,1.0,32.0,32.0,0.0,0.0,0.0,4.171474188,28.0,0.0,0.0,1.0,1.0,5.0,-1
52,0.0,28.0,23.0,23.0,0.0,0.0,0.0,4.361532934,1.0,0.0,0.0,1.0,0.0,0.0,1
53,1.0,0.0,17.0,17.0,0.0,0.0,0.0,3.970175521,0.0,0.0,0.0,1.0,0.0,18.0,1
54,2.0,11.0,42.0,42.0,0.0,0.0,0.0,4.512223813,3.0,0.0,0.0,1.0,1.0,3.0,-1
55,0.0,25.0,17.0,17.0,0.0,0.0,0.0,4.441568141,0.0,0.0,0.0,1.0,0.0,3.0,1
56,2.0,10.0,32.0,32.0,0.0,0.0,0.0,4.183144941,2.0,0.0,0.0,1.0,1.0,15.0,-1
57,0.0,0.0,13.0,13.0,0.0,0.0,0.0,3.103701696,0.0,0.0,0.0,1.0,0.0,12.0,1
58,0.0,34.0,25.0,25.0,0.0,0.0,0.0,4.300943326,8.0,1.0,1.0,1.0,1.0,80.0,1
59,0.0,1.0,16.0,16.0,0.0,0.0,0.0,3.54346519,12.0,0.0,0.0,1.0,0.0,65.0,-1
60,0.0,83.0,23.0,23.0,0.0,0.0,0.0,4.794832011,1.0,0.0,0.0,2.0,1.0,1.0,-1
61,0.0,10.0,15.0,15.0,0.0,0.0,0.0,3.929229297,2.0,0.0,0.0,1.0,1.0,15.0,-1
62,0.0,20.0,9.0,9.0,0.0,0.0,0.0,4.260067015,14.0,0.0,0.0,1.0,1.0,55.0,1
63,0.0,0.0,13.0,13.0,0.0,0.0,0.0,3.88418372,0.0,0.0,0.0,1.0,0.0,0.0,1
64,2.0,10.0,18.0,18.0,0.0,0.0,0.0,4.321721231,2.0,0.0,0.0,1.0,1.0,16.0,-1
65,0.0,125.0,27.0,27.0,0.0,0.0,0.0,5.296632778,16.0,0.0,0.0,1.0,3.0,15.0,-1
66,0.0,27.0,12.0,12.0,1.0,0.0,0.0,4.390106185,7.0,0.0,0.0,1.0,0.0,11.0,1
67,0.0,126.0,15.0,15.0,0.0,0.0,0.0,4.95450946,0.0,0.0,0.0,1.0,0.0,0.0,1
68,0.0,52.0,21.0,21.0,1.0,0.0,0.0,4.79958177,14.0,0.0,0.0,1.0,0.0,1.0,1
69,2.0,10.0,33.0,33.0,0.0,0.0,0.0,4.362739312,2.0,0.0,0.0,1.0,1.0,18.0,-1
70,0.0,0.0,15.0,15.0,0.0,0.0,0.0,3.663532755,11.0,0.0,0.0,1.0,0.0,102.0,1
71,0.0,14.0,22.0,22.0,0.0,0.0,0.0,3.967414789,10.0,0.0,0.0,1.0,1.0,24.0,-1
72,0.0,0.0,24.0,24.0,0.0,0.0,0.0,3.784368488,21.0,0.0,0.0,1.0,2.0,54.0,1
73,0.0,22.0,15.0,15.0,1.0,0.0,0.0,4.246157119,42.0,0.0,0.0,1.0,2.0,403.0,1
74,0.0,10.0,22.0,22.0,0.0,0.0,0.0,4.214262796,2.0,0.0,0.0,1.0,1.0,15.0,-1
75,0.0,0.0,17.0,14.0,0.0,0.0,0.0,3.605388542,1.0,0.0,1.0,1.0,0.0,0.0,1
76,2.0,10.0,33.0,33.0,0.0,0.0,0.0,4.353127057,2.0,0.0,0.0,1.0,1.0,18.0,-1
77,1.0,1.0,15.0,15.0,0.0,0.0,0.0,3.938721876,35.0,0.0,0.0,1.0,2.0,181.0,-1
78,0.0,15.0,12.0,12.0,0.0,0.0,0.0,3.844384532,16.0,0.0,0.0,1.0,2.0,27.0,1
80,0.0,30.0,13.0,13.0,0.0,0.0,0.0,4.52637013,0.0,0.0,0.0,1.0,0.0,3.0,1
81,0.0,104.0,13.0,13.0,0.0,0.0,0.0,4.970919634,0.0,0.0,0.0,1.0,1.0,0.0,-1
82,0.0,0.0,17.0,14.0,0.0,0.0,0.0,3.522055209,1.0,0.0,0.0,1.0,0.0,0.0,1
83,0.0,178.0,11.0,11.0,3.0,45.0,1.0,5.533225693,1.0,0.0,0.0,1.0,0.0,4.0,-1
84,0.0,23.0,18.0,18.0,1.0,0.0,0.0,4.145512836,3.0,0.0,0.0,1.0,1.0,1.0,1
85,0.0,18.0,13.0,13.0,2.0,0.0,0.0,4.04784677,16.0,0.0,0.0,1.0,0.0,0.0,1
86,0.0,14.0,17.0,17.0,0.0,0.0,0.0,4.063202513,28.0,0.0,0.0,1.0,3.0,17.0,1
87,0.0,38.0,15.0,15.0,0.0,0.0,0.0,4.808985546,8.0,1.0,1.0,1.0,1.0,119.0,1
88,3.0,10.0,42.0,42.0,0.0,0.0,0.0,4.166132729,2.0,0.0,0.0,1.0,1.0,16.0,-1
89,0.0,15.0,17.0,17.0,1.0,0.0,0.0,4.182336834,13.0,0.0,0.0,1.0,1.0,44.0,1
90,0.0,104.0,16.0,16.0,0.0,0.0,0.0,4.407559729,0.0,0.0,0.0,1.0,0.0,0.0,1
91,0.0,11.0,12.0,12.0,0.0,0.0,0.0,4.056564762,14.0,0.0,0.0,1.0,1.0,1.0,1
92,0.0,17.0,17.0,17.0,0.0,0.0,0.0,4.290777839,9.0,0.0,0.0,1.0,1.0,4.0,-1
93,0.0,35.0,14.0,14.0,0.0,0.0,0.0,4.078604923,15.0,0.0,0.0,1.0,1.0,21.0,-1
94,0.0,23.0,17.0,17.0,0.0,0.0,0.0,4.461310597,17.0,0.0,0.0,1.0,2.0,29.0,1
95,2.0,1.0,33.0,33.0,0.0,0.0,0.0,4.171264744,2.0,0.0,0.0,1.0,1.0,15.0,-1
96,0.0,0.0,18.0,18.0,0.0,0.0,0.0,3.97366069,14.0,0.0,0.0,1.0,1.0,114.0,1
97,0.0,22.0,17.0,17.0,0.0,0.0,0.0,4.395859717,17.0,0.0,0.0,1.0,2.0,29.0,1
98,3.0,10.0,43.0,43.0,0.0,0.0,0.0,4.439037035,2.0,0.0,0.0,1.0,1.0,16.0,-1
99,0.0,9.0,11.0,11.0,0.0,0.0,0.0,3.884155095,43.0,0.0,0.0,1.0,1.0,58.0,1
100,0.0,28.0,13.0,13.0,1.0,0.0,0.0,4.139460876,5.0,0.0,2.0,1.0,0.0,179.0,1
101,0.0,1.0,13.0,13.0,0.0,0.0,0.0,3.689703732,15.0,0.0,0.0,1.0,1.0,7.0,-1
102,0.0,70.0,8.0,8.0,1.0,0.0,0.0,4.93117046,2.0,0.0,0.0,1.0,1.0,8.0,1
103,0.0,33.0,15.0,15.0,0.0,0.0,0.0,4.590587681,0.0,0.0,0.0,1.0,0.0,3.0,1
104,0.0,1.0,20.0,20.0,3.0,71.0,3.0,4.605672688,24.0,0.0,0.0,1.0,2.0,117.0,-1
105,0.0,57.0,14.0,14.0,1.0,0.0,0.0,4.695488521,0.0,0.0,0.0,1.0,0.0,1.0,1
106,1.0,0.0,31.0,31.0,0.0,0.0,0.0,3.882814277,8.0,0.0,0.0,1.0,3.0,192.0,1
107,0.0,8.0,14.0,14.0,0.0,0.0,0.0,3.313360736,2.0,0.0,0.0,1.0,1.0,0.0,-1
108,0.0,1.0,44.0,44.0,0.0,0.0,0.0,4.031324574,2.0,0.0,0.0,2.0,0.0,0.0,-1
109,0.0,13.0,17.0,17.0,1.0,0.0,0.0,4.007942896,16.0,0.0,0.0,1.0,0.0,0.0,1
110,0.0,31.0,12.0,12.0,0.0,0.0,0.0,4.52107688,6.0,0.0,0.0,1.0,1.0,1.0,-1
111,1.0,0.0,31.0,31.0,0.0,0.0,0.0,4.083067974,11.0,0.0,0.0,1.0,2.0,122.0,1
112,0.0,17.0,18.0,18.0,0.0,0.0,0.0,4.068278364,25.0,0.0,0.0,1.0,3.0,20.0,1
113,1.0,106.0,11.0,11.0,0.0,0.0,0.0,4.852579779,1.0,0.0,0.0,1.0,0.0,0.0,1
115,1.0,1.0,28.0,28.0,0.0,0.0,0.0,3.974937501,2.0,0.0,0.0,1.0,1.0,16.0,-1
116,0.0,64.0,11.0,11.0,0.0,0.0,0.0,4.25498703,9.0,0.0,0.0,1.0,4.0,201.0,-1
117,0.0,12.0,15.0,15.0,0.0,0.0,0.0,3.774839592,0.0,0.0,0.0,1.0,1.0,0.0,-1
118,0.0,37.0,18.0,18.0,0.0,0.0,0.0,4.316909147,14.0,0.0,0.0,1.0,3.0,120.0,1
119,0.0,1.0,19.0,19.0,0.0,0.0,0.0,4.254525465,21.0,0.0,0.0,1.0,0.0,129.0,1
120,2.0,10.0,43.0,43.0,0.0,0.0,0.0,4.442311313,2.0,0.0,0.0,1.0,1.0,16.0,-1
121,0.0,33.0,13.0,13.0,0.0,0.0,0.0,4.604165919,0.0,0.0,0.0,1.0,0.0,3.0,1
122,0.0,31.0,11.0,11.0,0.0,0.0,0.0,4.685938926,0.0,0.0,0.0,1.0,0.0,3.0,1
123,0.0,61.0,16.0,16.0,0.0,0.0,0.0,4.570773007,7.0,0.0,0.0,2.0,3.0,49.0,-1
124,0.0,8.0,6.0,6.0,0.0,0.0,0.0,4.027169118,9.0,0.0,0.0,1.0,0.0,87.0,-1
125,4.0,34.0,48.0,48.0,0.0,11.0,0.0,4.555086955,5.0,0.0,0.0,1.0,1.0,2.0,-1
127,1.0,10.0,24.0,24.0,0.0,0.0,0.0,4.241102309,2.0,0.0,0.0,1.0,1.0,18.0,-1
128,1.0,0.0,27.0,27.0,0.0,0.0,0.0,4.07967865,8.0,0.0,0.0,1.0,2.0,123.0,1
129,0.0,18.0,7.0,7.0,0.0,0.0,0.0,4.304229297,0.0,0.0,0.0,0.0,0.0,1.0,1
130,0.0,38.0,16.0,16.0,0.0,0.0,0.0,4.352365617,0.0,0.0,0.0,1.0,1.0,0.0,-1
131,1.0,9.0,25.0,25.0,0.0,0.0,0.0,4.161953224,2.0,0.0,0.0,1.0,1.0,18.0,-1
132,1.0,1.0,20.0,20.0,0.0,0.0,0.0,3.978333581,2.0,0.0,0.0,1.0,1.0,19.0,-1
133,0.0,11.0,17.0,14.0,0.0,0.0,0.0,4.15029266,1.0,0.0,0.0,1.0,0.0,0.0,1
134,0.0,10.0,26.0,26.0,0.0,0.0,0.0,3.992573115,2.0,0.0,0.0,1.0,1.0,15.0,-1
135,0.0,34.0,19.0,19.0,0.0,27.0,1.0,4.401551859,0.0,0.0,0.0,1.0,1.0,0.0,-1
136,0.0,0.0,17.0,17.0,0.0,0.0,0.0,3.834962501,12.0,0.0,0.0,1.0,1.0,34.0,1
137,1.0,10.0,22.0,22.0,0.0,0.0,0.0,4.265311532,2.0,0.0,0.0,1.0,1.0,13.0,-1
138,0.0,10.0,20.0,20.0,0.0,0.0,0.0,4.060574475,2.0,0.0,0.0,1.0,1.0,16.0,-1
139,0.0,0.0,28.0,28.0,0.0,0.0,0.0,4.050013374,13.0,0.0,0.0,1.0,1.0,1315.0,1
140,0.0,6.0,21.0,21.0,0.0,0.0,0.0,4.07967865,2.0,0.0,0.0,1.0,0.0,0.0,-1
141,0.0,0.0,37.0,37.0,0.0,0.0,0.0,4.296865596,27.0,0.0,0.0,1.0,1.0,101.0,1
142,0.0,0.0,11.0,11.0,0.0,0.0,0.0,3.46132014,0.0,0.0,0.0,1.0,0.0,1.0,1
143,2.0,65.0,20.0,20.0,0.0,0.0,0.0,5.03190381,104.0,0.0,0.0,3.0,2.0,60.0,-1
144,2.0,43.0,42.0,42.0,0.0,0.0,0.0,4.552030588,8.0,0.0,0.0,1.0,1.0,6.0,-1
145,1.0,0.0,14.0,14.0,0.0,0.0,0.0,3.653756708,23.0,0.0,0.0,1.0,1.0,31.0,1
146,0.0,27.0,16.0,16.0,0.0,0.0,0.0,4.25533775,11.0,0.0,0.0,1.0,1.0,87.0,1
147,0.0,32.0,22.0,22.0,1.0,0.0,0.0,4.467409061,42.0,0.0,0.0,1.0,2.0,4.0,1
148,4.0,34.0,48.0,48.0,0.0,11.0,0.0,4.535479112,5.0,0.0,0.0,1.0,1.0,2.0,-1
149,0.0,13.0,12.0,12.0,0.0,0.0,0.0,3.843139062,0.0,0.0,0.0,1.0,1.0,5.0,-1
150,2.0,1.0,37.0,37.0,0.0,0.0,0.0,4.358085318,2.0,0.0,0.0,1.0,1.0,16.0,-1
151,0.0,55.0,17.0,17.0,1.0,0.0,0.0,4.666776792,0.0,0.0,0.0,1.0,0.0,1.0,1
152,0.0,83.0,16.0,16.0,3.0,0.0,0.0,4.530750206,0.0,0.0,0.0,1.0,0.0,3.0,1
153,0.0,15.0,12.0,12.0,0.0,0.0,0.0,4.029399063,16.0,0.0,0.0,1.0,0.0,65.0,-1
154,0.0,1127.0,16.0,16.0,0.0,0.0,0.0,3.507205551,35.0,0.0,0.0,1.0,1.0,75.0,1
155,0.0,0.0,22.0,22.0,0.0,0.0,0.0,4.073329702,2.0,0.0,0.0,0.0,0.0,0.0,1
156,0.0,64.0,9.0,9.0,0.0,0.0,0.0,3.805649224,4.0,1.0,0.0,1.0,0.0,15.0,1
157,0.0,10.0,27.0,27.0,0.0,0.0,0.0,4.112063152,2.0,0.0,0.0,1.0,1.0,15.0,-1
158,0.0,0.0,31.0,31.0,0.0,0.0,0.0,4.155565013,13.0,0.0,0.0,1.0,1.0,1315.0,1
159,0.0,11.0,4.0,4.0,0.0,0.0,0.0,3.501397825,0.0,0.0,0.0,1.0,0.0,0.0,-1
160,0.0,15.0,17.0,17.0,0.0,0.0,0.0,4.07507052,16.0,0.0,0.0,1.0,0.0,0.0,1
161,0.0,58.0,14.0,14.0,1.0,157.0,3.0,4.666907347,1.0,0.0,0.0,2.0,1.0,0.0,-1
162,0.0,0.0,13.0,13.0,0.0,0.0,0.0,3.68418372,18.0,0.0,0.0,1.0,1.0,344.0,1
163,0.0,1.0,27.0,27.0,0.0,0.0,0.0,3.829741775,7.0,0.0,0.0,1.0,1.0,65.0,-1
164,0.0,17.0,17.0,17.0,0.0,0.0,0.0,4.421962958,9.0,0.0,0.0,1.0,1.0,4.0,-1
165,0.0,48.0,24.0,24.0,1.0,0.0,0.0,4.575888426,0.0,0.0,0.0,1.0,0.0,3.0,1
166,1.0,0.0,22.0,22.0,0.0,0.0,0.0,4.185230133,108.0,0.0,0.0,1.0,7.0,101.0,1
167,3.0,23.0,68.0,68.0,1.0,62.0,2.0,5.007853351,9.0,0.0,0.0,1.0,1.0,2.0,-1
168,0.0,13.0,13.0,13.0,0.0,0.0,0.0,4.01790009,21.0,0.0,0.0,1.0,1.0,123.0,1
170,1.0,66.0,20.0,20.0,0.0,0.0,0.0,4.629062882,3.0,0.0,0.0,1.0,1.0,21.0,1
171,0.0,18.0,17.0,17.0,0.0,0.0,0.0,4.261747341,17.0,0.0,0.0,1.0,2.0,29.0,1
172,2.0,49.0,27.0,27.0,0.0,0.0,0.0,4.78129636,0.0,0.0,0.0,1.0,0.0,2.0,1
173,2.0,0.0,25.0,25.0,0.0,0.0,0.0,4.054229297,13.0,0.0,0.0,1.0,0.0,375.0,1
174,0.0,244.0,13.0,13.0,11.0,0.0,0.0,4.365185609,0.0,0.0,0.0,1.0,0.0,1.0,1
175,0.0,53.0,11.0,11.0,0.0,0.0,0.0,4.408215563,9.0,0.0,0.0,1.0,0.0,48.0,1
176,0.0,40.0,29.0,29.0,0.0,0.0,0.0,4.519236542,14.0,0.0,0.0,1.0,1.0,110.0,1
177,0.0,157.0,14.0,14.0,12.0,0.0,0.0,4.718668754,0.0,0.0,0.0,1.0,0.0,1.0,1
178,2.0,6.0,25.0,25.0,0.0,0.0,0.0,4.201231789,3.0,0.0,0.0,1.0,1.0,0.0,-1
179,1.0,1.0,21.0,21.0,0.0,0.0,0.0,4.047299098,2.0,0.0,0.0,1.0,1.0,92.0,-1
180,1.0,17.0,21.0,21.0,0.0,0.0,0.0,4.294663586,2.0,0.0,0.0,1.0,1.0,16.0,-1
181,0.0,17.0,11.0,11.0,0.0,0.0,0.0,4.24015686,10.0,0.0,0.0,1.0,1.0,22.0,-1
182,0.0,37.0,22.0,22.0,0.0,0.0,0.0,4.731588015,0.0,0.0,0.0,1.0,0.0,0.0,-1
183,0.0,9.0,16.0,16.0,0.0,0.0,0.0,3.988608501,3.0,0.0,0.0,1.0,0.0,3.0,-1
184,2.0,1.0,22.0,22.0,0.0,0.0,0.0,4.123231429,2.0,0.0,0.0,1.0,2.0,39.0,-1
185,1.0,10.0,20.0,20.0,0.0,0.0,0.0,4.108869289,2.0,0.0,0.0,1.0,1.0,18.0,-1
186,2.0,10.0,26.0,26.0,0.0,0.0,0.0,4.239763592,2.0,0.0,0.0,1.0,1.0,13.0,-1
187,1.0,1.0,33.0,33.0,0.0,0.0,0.0,4.185866638,0.0,0.0,0.0,1.0,0.0,4.0,-1
188,1.0,13.0,34.0,34.0,0.0,41.0,1.0,4.927934767,1.0,0.0,0.0,1.0,1.0,26.0,-1
189,0.0,7.0,14.0,14.0,0.0,0.0,0.0,3.741962789,19.0,0.0,0.0,1.0,0.0,0.0,1
190,1.0,17.0,28.0,28.0,0.0,0.0,0.0,4.307951002,2.0,0.0,0.0,1.0,1.0,16.0,-1
191,0.0,1.0,19.0,19.0,0.0,0.0,0.0,4.012188404,10.0,0.0,0.0,1.0,1.0,12.0,-1
192,0.0,35.0,15.0,15.0,0.0,0.0,0.0,4.569046154,1.0,0.0,0.0,1.0,0.0,0.0,1
193,0.0,33.0,16.0,16.0,1.0,0.0,0.0,4.221413066,4.0,0.0,0.0,1.0,0.0,0.0,1
194,0.0,12.0,15.0,15.0,0.0,0.0,0.0,4.160704753,0.0,0.0,0.0,1.0,0.0,3.0,1
195,0.0,25.0,15.0,15.0,0.0,0.0,0.0,4.410451883,7.0,0.0,0.0,1.0,1.0,7.0,-1
196,0.0,507.0,11.0,11.0,3.0,0.0,0.0,3.55362957,1.0,0.0,0.0,1.0,0.0,0.0,1
197,0.0,1.0,36.0,36.0,0.0,0.0,0.0,4.100921675,1.0,0.0,0.0,1.0,0.0,0.0,-1
198,0.0,0.0,17.0,17.0,0.0,0.0,0.0,4.251629167,8.0,0.0,0.0,1.0,0.0,77.0,1
199,0.0,23.0,17.0,17.0,0.0,0.0,0.0,4.228308012,22.0,0.0,0.0,1.0,2.0,65.0,1
200,0.0,38.0,12.0,12.0,0.0,0.0,0.0,4.174199884,2.0,0.0,0.0,1.0,1.0,2.0,-1
201,0.0,24.0,18.0,18.0,0.0,0.0,0.0,4.066781856,4.0,0.0,0.0,1.0,1.0,5.0,-1
202,0.0,25.0,11.0,11.0,0.0,0.0,0.0,3.996405605,24.0,0.0,0.0,1.0,0.0,111.0,-1
203,0.0,122.0,14.0,14.0,4.0,0.0,0.0,4.639350857,0.0,0.0,0.0,1.0,0.0,0.0,1
204,0.0,26.0,21.0,21.0,0.0,0.0,0.0,4.083023151,1.0,0.0,0.0,2.0,1.0,3.0,-1
205,0.0,13.0,23.0,23.0,0.0,0.0,0.0,4.28627522,2.0,0.0,0.0,1.0,2.0,1.0,-1
206,0.0,22.0,13.0,13.0,1.0,0.0,0.0,4.157214971,3.0,0.0,0.0,0.0,1.0,0.0,-1
207,0.0,4.0,13.0,13.0,0.0,0.0,0.0,3.403107168,2.0,0.0,0.0,1.0,1.0,0.0,-1
208,0.0,22.0,17.0,17.0,0.0,0.0,0.0,4.232603739,17.0,0.0,0.0,1.0,2.0,29.0,1
209,0.0,33.0,20.0,20.0,1.0,0.0,0.0,4.472905595,4.0,0.0,0.0,1.0,0.0,0.0,1
210,1.0,10.0,26.0,26.0,0.0,0.0,0.0,4.293881334,2.0,0.0,0.0,1.0,1.0,13.0,-1
211,0.0,34.0,15.0,15.0,0.0,0.0,0.0,4.628085279,1.0,0.0,0.0,1.0,0.0,0.0,1
212,0.0,1.0,18.0,18.0,0.0,0.0,0.0,3.736006946,2.0,0.0,0.0,1.0,0.0,0.0,-1
213,0.0,144.0,7.0,7.0,2.0,0.0,0.0,4.930441972,3.0,0.0,0.0,1.0,0.0,0.0,1
214,0.0,48.0,21.0,21.0,1.0,124.0,1.0,5.815521588,13.0,0.0,0.0,1.0,2.0,186.0,-1
215,0.0,6.0,13.0,13.0,0.0,0.0,0.0,3.719294526,9.0,0.0,0.0,1.0,1.0,5.0,-1
216,0.0,28.0,26.0,26.0,0.0,0.0,0.0,4.407201322,2.0,0.0,0.0,1.0,5.0,0.0,-1
217,0.0,23.0,17.0,17.0,0.0,0.0,0.0,4.376204214,17.0,0.0,0.0,1.0,2.0,29.0,1
218,0.0,55.0,17.0,17.0,0.0,0.0,0.0,4.644810495,18.0,0.0,0.0,1.0,0.0,21.0,1
219,1.0,1.0,31.0,31.0,0.0,0.0,0.0,4.143624654,2.0,0.0,0.0,1.0,1.0,18.0,-1
220,0.0,10.0,17.0,17.0,0.0,0.0,0.0,3.93287436,16.0,0.0,0.0,1.0,0.0,0.0,1
221,0.0,0.0,18.0,18.0,0.0,0.0,0.0,3.559079571,7.0,0.0,0.0,1.0,0.0,216.0,1
222,0.0,1.0,11.0,11.0,0.0,0.0,0.0,3.68418372,0.0,0.0,0.0,1.0,0.0,5.0,-1
223,1.0,13.0,34.0,34.0,0.0,41.0,1.0,4.929244111,1.0,0.0,0.0,1.0,1.0,26.0,-1
